CustomerID,Age,Gender,MaritalStatus,Income,Region,PolicyType,PolicyStartYear,PremiumMonthly,ClaimsMade,ClaimsRejected,LastClaimAmount,RenewalStatus,CustomerSatisfaction,NumberOfInquiriesLastYear,HouseType,LifeInsuranceType,HealthInsurancePlan,CustomerFeedbackScore,DigitalPlatformUsage,PolicyUpgradesLastYear,FraudulentClaims,PolicyDurationMonths,CoverDetails,TimeToResolutionDays,ClaimReasons,CommunicationMeans,CustomerServiceFrequency,ServiceNature,PolicyDiscounts,PremiumPaymentFrequency,MissedPayments,VehicleType
117,38,F,Widowed,77584,Busia,Education,2019,184,0,0,600,Renewed,3,3,Bungalow,No Life Insurance,Premium,8,High,1,1,289,Standard,16,Accident,Skype,5,Feedback,2,Quarterly,5,Toyota Land Cruiser V8
114,18,M,Married,70441,Kisumu,Property,2015,190,2,0,500,Renewed,2,0,Bungalow,No Life Insurance,Premium,9,High,2,1,160,Premium,22,Death,Text,10,Query,26,Quarterly,3,Toyota Harrier
23,55,F,Widowed,34645,Turkana,Property,2016,164,0,2,400,Not Renewed,5,1,Apartment,No Life Insurance,Basic,3,Medium,2,0,391,Comprehensive,10,Floods,In-Person,7,Feedback,30,Quarterly,5,Toyota Harrier
39,46,M,Widowed,58501,Turkana,Education,2019,109,3,2,2000,Renewed,4,1,Apartment,No Life Insurance,Basic,9,Low,2,0,350,Comprehensive,14,Drought,Email,3,Feedback,1,Weekly,3,Subaru Forester
39,58,M,Married,79201,Nairobi,Livestock,2020,122,4,0,0,Not Renewed,1,1,Apartment,Whole,No Health Insurance,5,Medium,2,1,82,Comprehensive,4,Natural Disaster,Text,10,Query,26,Semi-Annual,5,Mercedes
135,21,F,Divorced,40402,Turkana,Livestock,2018,130,3,0,200,Renewed,3,0,Bungalow,Term,Basic,10,Medium,1,1,238,Comprehensive,6,Death,Skype,3,Complaint,1,Weekly,5,Subaru Forester
11,66,M,Single,44386,Kisumu,Education,2020,190,4,2,1100,Not Renewed,5,1,Rental,Whole,Basic,10,Medium,2,0,191,Premium,7,Maturity,Text,5,Update,24,Weekly,4,Nissan X-Trail
146,61,M,Divorced,61863,Turkana,Livestock,2017,190,3,2,1000,Not Renewed,3,0,Rental,Term,Basic,6,Medium,2,0,469,Premium,24,Maturity,Email,3,Feedback,1,Annually,5,Subaru Forester
60,27,M,Divorced,71727,Turkana,Livestock,2020,172,4,0,2600,Not Renewed,1,2,Apartment,Term,No Health Insurance,2,Medium,2,1,398,Comprehensive,9,Natural Disaster,Text,10,Update,26,Quarterly,5,Mercedes
9,61,F,Widowed,43199,Eldoret,Agricultural,2016,166,3,0,2400,Not Renewed,5,2,Rental,No Life Insurance,Basic,9,Medium,1,0,371,Standard,9,Theft,In-Person,0,Query,17,Weekly,5,Toyota Land Cruiser V8
51,68,M,Married,65724,Kisumu,Motor,2018,137,4,0,2400,Not Renewed,4,1,Rental,Term,Basic,5,Medium,1,1,367,Standard,23,Death,In-Person,0,Complaint,23,Weekly,5,Toyota Land Cruiser V8
189,42,M,Widowed,79708,Turkana,Livestock,2021,128,2,1,1900,Renewed,3,0,Rental,Term,Basic,8,Medium,1,0,351,Comprehensive,24,Death,Email,3,Complaint,1,Weekly,5,Subaru Forester
138,42,M,Single,66038,Turkana,Education,2016,129,0,1,2900,Renewed,4,1,No Housing Insurance,Term,No Health Insurance,7,High,2,0,377,Standard,17,Maturity,Text,2,Query,16,Monthly,5,Subaru Forester
42,30,M,Single,32261,Turkana,Property,2018,190,1,1,0,Renewed,4,1,Rental,No Life Insurance,No Health Insurance,4,Medium,1,0,466,Premium,6,Maturity,Email,4,Feedback,0,Weekly,5,Nissan X-Trail
1,64,M,Widowed,63618,Busia,Education,2018,158,4,2,100,Not Renewed,1,0,Bungalow,Term,Basic,10,Medium,1,0,233,Premium,23,Drought,Text,7,Query,24,Quarterly,5,Mercedes
64,21,F,Single,34468,Kitui,Agricultural,2018,173,1,0,900,Renewed,5,1,Apartment,No Life Insurance,Premium,1,High,0,1,350,Premium,19,Accident,In-Person,10,Update,28,Weekly,5,Mazda CX-5
102,58,F,Single,66342,Kisumu,Property,2017,183,1,1,3000,Renewed,3,2,Apartment,Term,Basic,5,High,2,0,278,Comprehensive,21,Drought,Skype,8,Query,12,Weekly,5,Toyota Harrier
6,58,M,Married,58119,Kiambu,Motor,2020,121,1,2,2300,Not Renewed,2,1,Apartment,No Life Insurance,Premium,9,High,2,0,199,Standard,21,Maturity,In-Person,0,Complaint,23,Weekly,5,Mazda CX-5
129,18,M,Divorced,75674,Nakuru,Motor,2019,184,2,2,3000,Not Renewed,3,0,Bungalow,No Life Insurance,Basic,2,Low,1,1,390,Premium,11,Theft,Skype,4,Feedback,10,Annually,0,Toyota Harrier
73,21,F,Single,48459,Turkana,Health,2018,180,1,1,1500,Not Renewed,5,3,Rental,No Life Insurance,Basic,5,Medium,2,1,104,Basic,19,Death,Email,6,Update,13,Quarterly,5,Subaru Forester
35,64,F,Divorced,33457,Turkana,Agricultural,2018,185,1,0,1200,Not Renewed,2,2,Bungalow,No Life Insurance,Premium,5,High,2,1,261,Basic,23,Accident,Email,10,Update,28,Annually,5,Mazda CX-5
123,61,M,Single,65517,Turkana,Livestock,2021,142,0,2,2100,Renewed,3,1,Bungalow,Whole,Premium,2,Low,2,0,285,Basic,9,Death,Phone Call,10,Complaint,26,Annually,3,Mercedes
14,67,M,Married,61341,Kisumu,Agricultural,2016,159,1,2,1400,Renewed,3,3,Bungalow,No Life Insurance,Premium,8,High,0,0,436,Comprehensive,26,Maturity,Text,5,Query,14,Annually,5,Mazda CX-5
179,44,F,Married,78683,Garissa,Agricultural,2019,110,4,1,1800,Not Renewed,4,3,Bungalow,Term,Basic,8,Low,2,0,462,Standard,18,Accident,Text,10,Update,7,Semi-Annual,5,Mercedes
182,46,M,Married,64858,Eldoret,Education,2020,129,2,2,1500,Renewed,5,0,Bungalow,No Life Insurance,Premium,1,Medium,2,0,159,Standard,26,Death,Email,1,Query,29,Weekly,5,Mazda CX-5
129,48,M,Married,42851,Kitui,Property,2018,135,1,2,2000,Not Renewed,3,1,Apartment,Whole,Premium,4,Low,0,1,376,Basic,27,Maturity,Phone Call,2,Complaint,26,Quarterly,5,Mazda CX-5
43,61,M,Single,73383,Nairobi,Education,2017,199,3,2,1300,Renewed,3,1,Apartment,Whole,Premium,3,Medium,2,1,462,Premium,19,Maturity,In-Person,6,Complaint,3,Monthly,5,Subaru Forester
170,27,F,Single,50378,Nakuru,Agricultural,2021,175,1,1,1200,Not Renewed,3,1,Bungalow,Whole,Premium,4,High,2,1,164,Comprehensive,6,Maturity,Skype,8,Update,28,Weekly,5,Mazda CX-5
60,44,M,Divorced,59222,Garissa,Education,2020,145,2,2,1000,Not Renewed,4,0,Rental,Term,Premium,4,Medium,2,0,42,Premium,7,Theft,Email,1,Complaint,27,Annually,5,Toyota Harrier
14,58,F,Widowed,55411,Turkana,Livestock,2015,192,3,1,1000,Renewed,4,2,Apartment,No Life Insurance,Premium,2,Medium,2,1,280,Standard,21,Drought,Phone Call,7,Complaint,12,Quarterly,5,Subaru Forester
185,53,F,Single,64464,Turkana,Motor,2017,134,0,0,2900,Renewed,1,1,Rental,No Life Insurance,Premium,2,Low,0,0,365,Standard,4,Accident,Text,4,Query,16,Annually,5,Subaru Forester
21,21,M,Divorced,65191,Kisumu,Agricultural,2018,134,4,2,700,Renewed,1,3,Apartment,Whole,Basic,1,Medium,2,0,450,Premium,19,Maturity,Phone Call,5,Query,24,Weekly,4,Toyota Harrier
73,20,M,Single,32590,Kiambu,Agricultural,2020,190,0,2,1400,Not Renewed,5,2,Apartment,Whole,Basic,1,Medium,1,0,236,Standard,24,Death,Text,7,Query,24,Quarterly,4,Toyota Harrier
38,48,M,Single,32196,Kiambu,Livestock,2017,154,4,2,2600,Renewed,5,2,Rental,No Life Insurance,No Health Insurance,3,Medium,0,0,303,Premium,17,Maturity,Text,2,Query,16,Monthly,5,Toyota Land Cruiser V8
32,38,F,Married,66149,Nakuru,Motor,2021,199,4,2,2900,Not Renewed,4,1,Rental,No Life Insurance,Basic,9,Low,1,0,347,Premium,23,Maturity,Text,6,Update,16,Monthly,5,Mazda CX-5
175,23,F,Single,44882,Nakuru,Agricultural,2019,190,1,1,2700,Renewed,3,0,Bungalow,Whole,Basic,8,Low,2,0,14,Standard,18,Death,Email,8,Complaint,7,Semi-Annual,5,Toyota Harrier
136,66,M,Widowed,65994,Kiambu,Agricultural,2019,104,2,1,1000,Not Renewed,4,2,Apartment,Term,Basic,10,Medium,2,0,18,Premium,5,Maturity,In-Person,7,Query,12,Weekly,5,Toyota Land Cruiser V8
113,34,F,Widowed,66341,Kiambu,Health,2018,103,0,0,1900,Not Renewed,5,1,No Housing Insurance,No Life Insurance,Premium,5,Low,1,0,305,Standard,23,Accident,Phone Call,9,Feedback,16,Annually,5,Subaru Forester
137,36,F,Divorced,48271,Busia,Property,2015,152,0,2,2200,Not Renewed,2,0,No Housing Insurance,Whole,Basic,9,High,2,1,155,Premium,4,Theft,Phone Call,10,Feedback,27,Semi-Annual,5,Nissan X-Trail
183,39,M,Divorced,60330,Mombasa,Motor,2020,154,4,2,500,Renewed,4,1,No Housing Insurance,No Life Insurance,Premium,7,High,1,0,320,Standard,20,Drought,Email,3,Complaint,5,Weekly,5,Subaru Forester
44,25,F,Single,52263,Kitui,Education,2021,103,1,1,2200,Not Renewed,3,1,Apartment,Whole,Premium,7,High,1,0,16,Basic,23,Maturity,Email,3,Update,28,Weekly,5,Toyota Harrier
130,55,F,Married,59915,Garissa,Agricultural,2021,100,0,2,3000,Not Renewed,5,1,Apartment,No Life Insurance,Basic,3,High,0,1,300,Premium,2,Theft,Email,0,Feedback,30,Quarterly,5,Toyota Harrier
57,64,F,Divorced,39170,Kisumu,Property,2018,130,3,2,2100,Not Renewed,1,1,Rental,Term,Basic,1,Low,0,0,176,Premium,27,Maturity,Text,4,Query,4,Annually,5,Toyota Land Cruiser V8
156,28,M,Widowed,44917,Turkana,Property,2021,148,1,0,2400,Renewed,2,1,Bungalow,No Life Insurance,Premium,10,Low,0,0,486,Premium,23,Floods,Skype,5,Complaint,25,Annually,5,Mazda CX-5
133,48,M,Widowed,56140,Kisumu,Agricultural,2020,130,3,2,2000,Not Renewed,1,0,Rental,Term,Premium,4,Medium,0,0,366,Premium,27,Maturity,Text,10,Complaint,4,Annually,5,Mazda CX-5
34,57,F,Divorced,43960,Kitui,Property,2019,130,1,2,2900,Not Renewed,3,1,Bungalow,No Life Insurance,Basic,4,Medium,2,0,17,Standard,14,Accident,Text,0,Update,7,Quarterly,1,Mazda CX-5
104,57,F,Single,65989,Turkana,Livestock,2017,192,2,1,1300,Renewed,3,1,Rental,Whole,Basic,9,High,1,0,465,Basic,21,Drought,Skype,8,Feedback,12,Monthly,1,Nissan X-Trail
95,56,F,Divorced,59147,Garissa,Motor,2015,158,0,2,2000,Renewed,2,1,Bungalow,No Life Insurance,Premium,6,High,0,0,177,Comprehensive,27,Death,Text,4,Query,26,Annually,3,Mercedes
200,38,F,Married,73814,Garissa,Education,2020,148,0,2,500,Renewed,5,1,Apartment,Whole,Basic,8,High,1,1,356,Basic,2,Accident,Email,7,Update,30,Quarterly,5,Subaru Forester
93,51,M,Widowed,47728,Turkana,Education,2020,124,2,1,1000,Not Renewed,5,1,No Housing Insurance,Whole,Premium,2,Medium,0,1,102,Premium,7,Accident,In-Person,3,Complaint,1,Annually,5,Mazda CX-5
121,42,M,Single,31974,Nairobi,Education,2020,150,0,0,1200,Renewed,3,2,Bungalow,Whole,Premium,1,Medium,0,1,53,Comprehensive,3,Floods,Phone Call,10,Complaint,28,Annually,5,Mazda CX-5
196,50,F,Widowed,60667,Kisumu,Education,2016,192,1,2,3000,Not Renewed,4,1,Apartment,Term,Basic,5,Medium,1,0,465,Standard,17,Maturity,Text,9,Complaint,12,Weekly,5,Mazda CX-5
128,42,M,Widowed,45102,Nakuru,Livestock,2018,173,2,0,3000,Renewed,3,1,Bungalow,No Life Insurance,Basic,10,Low,2,1,235,Premium,28,Theft,Skype,1,Feedback,10,Semi-Annual,5,Nissan X-Trail
56,26,F,Single,59186,Nakuru,Health,2020,124,1,0,1500,Not Renewed,3,1,Apartment,No Life Insurance,No Health Insurance,4,High,2,1,362,Premium,3,Maturity,Email,8,Query,28,Weekly,5,Mazda CX-5
8,24,M,Divorced,61954,Garissa,Livestock,2017,190,3,2,2900,Renewed,4,1,Bungalow,Whole,Premium,9,Low,2,0,223,Basic,4,Maturity,In-Person,3,Feedback,1,Weekly,5,Toyota Land Cruiser V8
184,48,F,Widowed,69839,Mombasa,Livestock,2021,173,4,1,1200,Renewed,5,2,No Housing Insurance,No Life Insurance,No Health Insurance,5,High,0,1,328,Standard,5,Drought,In-Person,10,Update,5,Weekly,5,Mercedes
77,28,F,Divorced,41959,Garissa,Livestock,2016,134,2,1,2000,Not Renewed,5,2,Bungalow,Term,Premium,9,High,2,0,16,Premium,14,Maturity,In-Person,3,Complaint,1,Annually,5,Mazda CX-5
197,50,F,Divorced,71394,Turkana,Education,2021,115,4,2,2600,Renewed,3,0,Rental,No Life Insurance,Basic,1,Low,0,0,340,Comprehensive,22,Theft,Skype,0,Update,11,Semi-Annual,5,Nissan X-Trail
145,19,M,Single,46218,Nakuru,Livestock,2018,170,4,2,2200,Not Renewed,3,1,Rental,No Life Insurance,Basic,1,Medium,1,1,449,Premium,13,Floods,Skype,4,Update,10,Monthly,5,Toyota Harrier
129,50,F,Widowed,73633,Turkana,Agricultural,2021,109,3,0,2900,Not Renewed,5,0,Bungalow,No Life Insurance,Premium,8,Low,0,0,381,Basic,2,Death,Email,1,Feedback,13,Semi-Annual,5,Mercedes
185,26,F,Single,75374,Turkana,Property,2019,145,4,2,2900,Not Renewed,2,1,Bungalow,Whole,No Health Insurance,9,Low,0,0,375,Standard,4,Accident,Text,8,Query,16,Annually,5,Mazda CX-5
98,45,F,Single,37355,Kiambu,Agricultural,2018,134,3,1,2400,Renewed,2,3,Bungalow,Term,No Health Insurance,10,High,1,1,438,Premium,5,Drought,Text,8,Feedback,2,Monthly,5,Toyota Harrier
162,53,M,Single,62611,Kiambu,Property,2018,170,4,2,1900,Not Renewed,4,2,Rental,Whole,No Health Insurance,10,High,1,0,306,Premium,23,Theft,Text,9,Feedback,16,Annually,5,Toyota Land Cruiser V8
52,31,M,Single,49055,Busia,Agricultural,2018,134,4,2,2100,Renewed,2,3,Apartment,Term,Basic,7,Medium,1,0,405,Basic,23,Death,In-Person,5,Query,24,Weekly,5,Nissan X-Trail
5,31,F,Single,43106,Kitui,Property,2019,124,2,1,300,Not Renewed,3,2,Apartment,Term,No Health Insurance,7,Medium,1,0,350,Premium,23,Accident,Skype,1,Complaint,15,Weekly,5,Nissan X-Trail
148,61,M,Married,34547,Narok,Property,2017,196,1,0,1800,Not Renewed,5,1,Apartment,No Life Insurance,Basic,10,High,0,1,488,Standard,10,Accident,Email,7,Feedback,30,Annually,5,Nissan X-Trail
105,63,F,Divorced,60486,Nairobi,Motor,2018,109,4,0,750,Not Renewed,2,2,Bungalow,No Life Insurance,Premium,5,Medium,1,1,225,Standard,23,Property Damage,In-Person,9,Feedback,23,Quarterly,5,Toyota Land Cruiser V8
110,45,F,Divorced,64284,Nairobi,Agricultural,2017,138,1,1,1000,Not Renewed,2,2,Rental,Whole,No Health Insurance,5,Medium,0,1,426,Basic,23,Theft,In-Person,9,Update,23,Weekly,4,Toyota Harrier
135,18,M,Single,38069,Nakuru,Health,2018,116,3,0,100,Not Renewed,2,0,No Housing Insurance,Whole,Basic,5,Medium,0,0,50,Standard,19,Floods,Phone Call,2,Query,17,Weekly,5,Toyota Land Cruiser V8
56,20,F,Single,69852,Mombasa,Agricultural,2019,180,4,2,1900,Renewed,4,2,Apartment,No Life Insurance,Premium,1,High,1,1,107,Comprehensive,20,Drought,In-Person,0,Update,5,Weekly,5,Mercedes
197,59,M,Single,66054,Eldoret,Livestock,2018,115,0,1,1500,Not Renewed,3,1,Apartment,Term,Premium,5,High,0,1,338,Comprehensive,28,Death,In-Person,7,Update,2,Monthly,3,Mercedes
66,40,M,Single,62738,Garissa,Motor,2020,146,0,2,1900,Renewed,4,2,Bungalow,No Life Insurance,No Health Insurance,9,Low,2,0,286,Standard,4,Maturity,Text,4,Query,16,Monthly,5,Mercedes
176,48,M,Married,48795,Kiambu,Education,2015,109,4,0,1000,Not Renewed,5,1,Bungalow,Term,Premium,6,Medium,0,1,79,Comprehensive,27,Theft,Skype,10,Feedback,27,Semi-Annual,5,Subaru Forester
79,54,M,Widowed,73284,Nakuru,Motor,2021,190,2,0,2800,Not Renewed,4,3,Apartment,Term,No Health Insurance,1,Low,0,1,18,Premium,24,Drought,Skype,3,Update,1,Weekly,5,Nissan X-Trail
110,44,M,Divorced,30558,Eldoret,Livestock,2018,174,2,0,2100,Not Renewed,1,0,Rental,Term,Premium,7,Medium,2,0,93,Comprehensive,19,Maturity,Text,3,Update,4,Quarterly,1,Mazda CX-5
156,19,M,Single,45070,Turkana,Health,2018,124,1,1,0,Not Renewed,5,2,Bungalow,Term,No Health Insurance,10,Medium,2,1,365,Comprehensive,23,Maturity,Skype,10,Complaint,28,Annually,5,Mazda CX-5
105,61,F,Divorced,34570,Busia,Livestock,2021,182,2,2,800,Not Renewed,1,0,Bungalow,Term,Premium,8,Medium,1,0,446,Premium,18,Accident,Text,4,Query,4,Quarterly,1,Mazda CX-5
137,52,M,Married,52020,Nairobi,Motor,2018,110,1,2,2200,Renewed,4,2,Rental,No Life Insurance,No Health Insurance,9,Medium,1,1,487,Standard,23,Property Damage,In-Person,3,Complaint,23,Weekly,5,Toyota Harrier
67,42,F,Divorced,49533,Kitui,Property,2017,173,3,1,2200,Not Renewed,4,3,Rental,Term,Premium,8,Low,0,0,221,Premium,24,Theft,Skype,10,Query,4,Quarterly,5,Toyota Land Cruiser V8
140,52,F,Married,62347,Nairobi,Education,2019,145,4,2,1300,Not Renewed,3,1,Rental,No Life Insurance,Basic,3,High,2,0,344,Premium,2,Maturity,Skype,1,Complaint,19,Annually,5,Mazda CX-5
43,35,M,Married,51050,Kiambu,Livestock,2020,192,4,2,1300,Not Renewed,4,1,Rental,Term,Premium,9,High,0,0,17,Comprehensive,22,Maturity,Email,10,Query,12,Quarterly,5,Subaru Forester
188,20,F,Married,38116,Busia,Agricultural,2016,188,4,0,1700,Not Renewed,3,0,Rental,Whole,Basic,1,High,0,0,368,Premium,15,Theft,In-Person,0,Complaint,20,Annually,5,Nissan X-Trail
193,66,F,Single,55475,Nairobi,Agricultural,2021,124,1,1,1200,Not Renewed,5,2,Apartment,No Life Insurance,Premium,5,High,1,1,351,Comprehensive,23,Maturity,Skype,10,Update,28,Annually,5,Mazda CX-5
157,18,M,Widowed,66307,Kisumu,Health,2016,162,3,2,2400,Not Renewed,4,2,Rental,Term,No Health Insurance,8,Medium,2,1,285,Basic,22,Maturity,Email,8,Query,12,Monthly,5,Mazda CX-5
159,27,M,Widowed,79708,Nakuru,Agricultural,2021,152,4,2,500,Renewed,4,2,No Housing Insurance,No Life Insurance,Premium,4,Medium,1,0,38,Basic,9,Drought,Email,8,Complaint,5,Semi-Annual,5,Mercedes
185,61,M,Widowed,44044,Eldoret,Agricultural,2020,103,2,2,1200,Renewed,5,1,Apartment,No Life Insurance,Premium,1,Medium,2,0,80,Basic,10,Property Damage,Skype,6,Feedback,25,Weekly,4,Toyota Harrier
129,58,F,Widowed,66130,Nakuru,Motor,2017,193,0,2,3000,Not Renewed,4,3,Rental,Term,No Health Insurance,9,High,0,0,424,Premium,22,Natural Disaster,Phone Call,8,Update,16,Semi-Annual,5,Mercedes
91,21,M,Single,71084,Kitui,Motor,2019,192,4,0,500,Not Renewed,2,1,Rental,Whole,Premium,7,Low,2,1,93,Premium,18,Accident,Text,10,Feedback,26,Quarterly,5,Mercedes
129,53,M,Divorced,52346,Nakuru,Property,2021,148,1,2,3000,Not Renewed,3,2,Apartment,No Life Insurance,No Health Insurance,2,Medium,1,0,465,Comprehensive,9,Theft,Text,4,Feedback,10,Semi-Annual,0,Toyota Harrier
162,25,M,Widowed,52032,Turkana,Education,2016,103,4,0,1200,Renewed,5,3,Rental,Whole,Premium,3,Low,2,1,191,Premium,26,Theft,Phone Call,0,Query,8,Weekly,5,Toyota Harrier
45,19,M,Divorced,69528,Turkana,Livestock,2020,185,1,1,2800,Not Renewed,5,0,Apartment,No Life Insurance,Premium,1,Medium,2,0,465,Basic,20,Maturity,Email,1,Update,11,Weekly,5,Mazda CX-5
51,50,F,Widowed,74377,Garissa,Property,2016,128,4,0,500,Renewed,1,2,Apartment,No Life Insurance,Basic,1,High,0,0,395,Basic,10,Accident,Text,0,Feedback,30,Monthly,5,Nissan X-Trail
188,48,F,Single,42778,Kitui,Agricultural,2021,124,4,1,1400,Not Renewed,5,2,Apartment,Term,No Health Insurance,7,High,1,0,288,Comprehensive,24,Natural Disaster,Phone Call,8,Update,15,Semi-Annual,5,Toyota Land Cruiser V8
1,31,F,Divorced,59008,Kisumu,Agricultural,2019,138,4,1,750,Renewed,5,1,Bungalow,No Life Insurance,Basic,6,Low,2,1,131,Comprehensive,18,Maturity,Skype,3,Complaint,3,Weekly,5,Mazda CX-5
132,43,M,Single,50936,Garissa,Property,2017,162,4,1,200,Not Renewed,1,3,Rental,No Life Insurance,Basic,9,Low,0,0,335,Premium,2,Maturity,Phone Call,6,Update,16,Semi-Annual,5,Mercedes
130,48,F,Divorced,58053,Nakuru,Education,2017,192,2,0,2900,Renewed,5,1,Rental,Whole,Basic,8,Low,1,1,95,Comprehensive,24,Theft,In-Person,3,Complaint,1,Annually,5,Subaru Forester
34,50,M,Widowed,67114,Kiambu,Motor,2015,159,3,2,2100,Not Renewed,1,3,Rental,No Life Insurance,Premium,3,Low,1,1,181,Premium,2,Theft,Email,4,Update,21,Weekly,0,Mercedes
101,40,F,Married,70031,Kitui,Motor,2020,185,0,2,2000,Not Renewed,1,0,Apartment,Term,No Health Insurance,5,Low,2,0,182,Premium,4,Theft,Text,4,Query,4,Annually,1,Toyota Land Cruiser V8
20,61,M,Divorced,44248,Kisumu,Property,2017,108,2,1,1000,Renewed,4,2,Rental,No Life Insurance,Basic,5,Medium,2,1,447,Comprehensive,21,Maturity,Phone Call,9,Update,12,Monthly,1,Toyota Harrier
56,39,F,Single,48247,Nairobi,Education,2018,122,2,0,1200,Not Renewed,2,0,Apartment,Whole,Premium,8,High,0,1,14,Comprehensive,23,Maturity,Email,10,Complaint,28,Annually,5,Nissan X-Trail
11,66,M,Widowed,48685,Turkana,Education,2021,190,3,0,300,Renewed,3,0,Apartment,No Life Insurance,Premium,9,Low,2,1,330,Comprehensive,4,Drought,Skype,5,Update,21,Quarterly,5,Subaru Forester
199,48,F,Widowed,57989,Busia,Health,2016,171,4,1,2200,Renewed,3,0,Rental,No Life Insurance,Basic,1,High,2,0,140,Standard,12,Maturity,Email,1,Update,19,Weekly,5,Toyota Land Cruiser V8
75,58,F,Widowed,49400,Kisumu,Property,2020,184,4,1,1200,Renewed,4,0,No Housing Insurance,No Life Insurance,No Health Insurance,9,High,2,1,432,Basic,22,Maturity,Email,0,Complaint,5,Quarterly,2,Mercedes
124,57,M,Divorced,43724,Turkana,Property,2020,144,1,2,2200,Not Renewed,4,2,Rental,No Life Insurance,Premium,1,Medium,2,0,493,Standard,4,Death,Skype,6,Update,25,Annually,5,Toyota Harrier
133,42,M,Divorced,33496,Kitui,Education,2021,166,0,2,1500,Renewed,1,2,Rental,Whole,No Health Insurance,8,Low,1,0,111,Basic,24,Death,Text,9,Update,24,Annually,5,Subaru Forester
98,31,F,Married,43617,Mombasa,Property,2018,128,0,2,1800,Not Renewed,1,2,Apartment,No Life Insurance,Basic,3,High,2,0,128,Standard,2,Floods,In-Person,7,Query,30,Quarterly,5,Toyota Harrier
28,62,M,Divorced,75380,Mombasa,Health,2019,155,2,1,1600,Not Renewed,5,0,Rental,No Life Insurance,No Health Insurance,2,Medium,1,1,318,Premium,11,Maturity,Email,5,Feedback,6,Semi-Annual,5,Mazda CX-5
200,46,F,Divorced,37828,Kisumu,Agricultural,2021,165,3,0,1100,Renewed,4,1,Bungalow,No Life Insurance,Basic,3,Low,1,0,59,Standard,6,Floods,In-Person,1,Update,3,Annually,5,Nissan X-Trail
53,54,F,Divorced,42981,Turkana,Health,2018,145,3,1,1900,Renewed,5,2,No Housing Insurance,No Life Insurance,Premium,2,Medium,1,1,212,Basic,20,Maturity,In-Person,0,Complaint,5,Monthly,5,Mercedes
39,29,M,Widowed,66102,Nakuru,Motor,2021,184,4,2,200,Not Renewed,4,1,Bungalow,Whole,Basic,2,High,2,0,350,Standard,4,Accident,Text,8,Query,16,Semi-Annual,5,Toyota Harrier
111,63,M,Single,33445,Nairobi,Health,2020,190,4,0,700,Not Renewed,2,2,Rental,No Life Insurance,No Health Insurance,8,Medium,2,0,431,Comprehensive,22,Floods,Text,3,Query,26,Semi-Annual,5,Mazda CX-5
130,68,M,Widowed,53854,Kiambu,Agricultural,2019,159,3,2,2900,Renewed,4,3,Bungalow,No Life Insurance,Basic,10,High,1,0,433,Basic,16,Maturity,Email,2,Query,21,Quarterly,5,Mazda CX-5
26,50,M,Divorced,58787,Turkana,Health,2016,192,2,2,2000,Not Renewed,1,3,Apartment,No Life Insurance,Premium,4,High,2,0,349,Basic,2,Drought,Email,3,Query,1,Annually,5,Nissan X-Trail
119,51,M,Widowed,70592,Mombasa,Livestock,2018,129,4,1,1600,Not Renewed,1,0,Rental,No Life Insurance,Basic,2,High,1,1,376,Premium,13,Maturity,In-Person,1,Query,21,Semi-Annual,5,Toyota Harrier
82,50,F,Single,43981,Garissa,Education,2017,115,3,2,1800,Renewed,5,1,Bungalow,No Life Insurance,No Health Insurance,3,High,2,0,267,Basic,2,Floods,Skype,9,Query,30,Quarterly,5,Nissan X-Trail
68,62,F,Married,37758,Kiambu,Motor,2018,187,0,1,600,Renewed,1,3,Apartment,Whole,Premium,4,Medium,0,1,44,Basic,27,Drought,Skype,2,Feedback,2,Quarterly,5,Toyota Harrier
28,35,F,Divorced,72206,Mombasa,Property,2021,176,4,1,2200,Renewed,5,2,Rental,No Life Insurance,No Health Insurance,1,High,2,1,372,Basic,25,Maturity,In-Person,0,Complaint,5,Semi-Annual,2,Subaru Forester
119,28,M,Single,72514,Kisumu,Property,2018,164,0,2,2700,Renewed,2,3,Rental,Whole,Basic,10,Medium,0,1,399,Comprehensive,23,Maturity,Text,9,Query,24,Annually,5,Toyota Harrier
49,37,F,Widowed,34627,Kitui,Motor,2017,167,2,0,1200,Renewed,3,2,Bungalow,No Life Insurance,Basic,9,High,1,1,278,Comprehensive,6,Maturity,In-Person,9,Update,28,Semi-Annual,5,Mercedes
176,69,M,Widowed,44370,Narok,Agricultural,2021,124,2,0,1600,Renewed,4,0,Bungalow,Term,Basic,4,Medium,2,0,223,Basic,6,Theft,Text,6,Query,1,Quarterly,3,Mazda CX-5
176,27,F,Widowed,46398,Kiambu,Livestock,2021,164,2,2,1000,Renewed,1,2,Apartment,No Life Insurance,Basic,10,Medium,2,0,268,Comprehensive,3,Drought,Text,10,Query,12,Weekly,5,Nissan X-Trail
102,52,M,Widowed,43947,Garissa,Agricultural,2015,164,0,0,2400,Not Renewed,4,1,Bungalow,Term,No Health Insurance,1,Medium,2,0,421,Premium,4,Floods,Skype,5,Update,25,Weekly,5,Mazda CX-5
33,39,F,Married,38166,Mombasa,Motor,2019,181,1,2,200,Renewed,3,2,No Housing Insurance,No Life Insurance,Basic,4,Medium,0,0,50,Comprehensive,19,Maturity,Phone Call,3,Query,14,Semi-Annual,5,Mazda CX-5
